country,league,season,player_name,age,position,nationality,height,weight,appearances,starts,minutes,goals_total,assists,penalty_won,penalty_committed,penalty_scored,penalty_missed,yellow_cards,yellowred_cards,red_cards,offsides_per90,shots_total_per90,shots_on_per90,goals_total_per90,assists_per90,goals_plus_assists_per90,non_penalty_goals_per90,passes_total_per90,passes_key_per90,tackles_total_per90,blocks_per90,interceptions_per90,tackles_plus_interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempts_per90,dribbles_success_per90,dribbles_past_per90,fouls_drawn_per90,fouls_committed_per90,yellow_cards_per90,yellowred_cards_per90,red_cards_per90,passes_accuracy_pct,shots_on_target_pct,duels_won_pct,dribbles_success_pct,rating_weighted
england,Premier League,2025,Aaron Ramsdale,27.0,G,England,190.0,88.0,12,11,1003.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89232303090728,0.08973080757726819,0.0,0.0,0.0,0.0,0.7178464606181455,0.5383848454636092,0.0,0.0,0.0,0.08973080757726819,0.0,0.17946161515453637,0.0,0.0,24.2275,,75.0,,6.632003988035892
mexico,Liga MX,2025,Aaron Ramsey,35.0,M,Wales,178.0,76.0,6,3,235.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0,0.0,2.2978723404255317,0.3829787234042553,0.3829787234042553,0.0,0.3829787234042553,0.3829787234042553,46.34042553191489,1.9148936170212765,1.1489361702127658,0.0,0.3829787234042553,1.5319148936170213,6.8936170212765955,3.4468085106382977,1.1489361702127658,0.3829787234042553,0.0,1.9148936170212765,0.7659574468085106,0.3829787234042553,0.0,0.0,17.65289256198347,16.666666666666664,50.0,33.33333333333333,6.36468085106383
england,Premier League,2025,Aaron Wan-Bissaka,28.0,D,England,183.0,72.0,25,23,2084.0,0.0,2.0,0.0,0.0,0,0,4,0.0,0,0.04318618042226487,0.0,0.0,0.0,0.08637236084452975,0.08637236084452975,0.0,31.785028790786946,0.7773512476007678,1.4683301343570057,0.30230326295585414,1.6842610364683301,3.152591170825336,7.1257197696737045,3.62763915547025,1.4251439539347408,0.690978886756238,0.2591170825335893,0.5182341650671786,0.993282149712092,0.1727447216890595,0.0,0.0,26.241847826086957,,50.90909090909091,48.484848484848484,6.64443378119002
germany,Bundesliga,2025,Aaron Zehnter,21.0,D,Germany,180.0,70.0,20,17,1465.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.6143344709897611,0.30716723549488056,0.12286689419795221,0.0,0.12286689419795221,0.12286689419795221,36.61433447098976,0.9829351535836177,0.9215017064846416,0.4300341296928327,1.10580204778157,2.0273037542662116,3.8703071672354947,1.9044368600682593,0.6143344709897611,0.4300341296928327,0.49146757679180886,0.0,0.12286689419795221,0.0,0.0,0.0,28.63758389261745,50.0,49.2063492063492,70.0,6.55522898154477
france / germany,Bundesliga / Ligue 1,2025,Aarón Anselmino,20.0,D,Argentina,186.0,83.0,9,4,392.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.22959183673469385,0.22959183673469385,0.22959183673469385,0.0,0.22959183673469385,0.22959183673469385,50.73979591836735,0.0,2.066326530612245,0.4591836734693877,1.3775510204081631,3.443877551020408,9.642857142857142,5.5102040816326525,0.4591836734693877,0.22959183673469385,1.1479591836734695,0.6887755102040816,1.3775510204081631,0.0,0.0,0.0,47.80995475113122,100.0,57.14285714285714,50.0,7.281794871794872
spain,La Liga,2025,Aarón Escandell,30.0,G,Spain,185.0,71.0,36,36,3240.0,0.0,1.0,0.0,0.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,34.52777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.38888888888888884,0.38888888888888884,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,0.027777777777777776,0.08333333333333334,0.0,0.0,23.8141592920354,,100.0,100.0,7.277777777777778
italy,Serie A,2025,Aarón Martín,28.0,D,Spain,180.0,72.0,33,26,2185.0,1.0,5.0,1.0,1.0,0,1,1,0.0,0,0.0,0.20594965675057209,0.16475972540045766,0.041189931350114416,0.20594965675057209,0.24713958810068648,0.041189931350114416,30.356979405034327,2.553775743707094,1.77116704805492,0.45308924485125857,0.41189931350114417,2.183066361556064,7.249427917620137,3.789473684210526,1.0709382151029747,0.5354691075514874,0.2883295194508009,1.1121281464530892,1.276887871853547,0.041189931350114416,0.0,0.0,24.58423913043478,80.0,52.27272727272727,50.0,6.995183486238532
mexico,Liga MX,2025,Aarón Mejía,24.0,D,Mexico,173.0,66.0,11,6,568.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.570422535211264,0.7922535211267606,1.5845070422535212,0.6338028169014085,1.267605633802817,2.852112676056338,6.496478873239437,3.3274647887323945,0.31690140845070425,0.15845070422535212,0.15845070422535212,0.31690140845070425,1.9014084507042253,0.4753521126760563,0.0,0.0,23.120689655172413,,51.21951219512195,50.0,6.51338028169014
argentina,Primera Division,2025 / 2026,Aarón Quirós,24.0,D,Argentina,174.0,72.0,27,21,1980.0,0.0,0.0,0.0,1.0,0,0,10,0.0,3,0.045454545454545456,0.2272727272727273,0.045454545454545456,0.0,0.0,0.0,0.0,43.22727272727273,0.045454545454545456,1.1363636363636362,0.2272727272727273,1.5454545454545454,2.681818181818182,7.909090909090909,4.227272727272727,0.5,0.3181818181818182,0.5,0.7727272727272727,1.0909090909090908,0.4545454545454546,0.0,0.13636363636363635,40.794736842105266,20.0,53.44827586206896,63.63636363636363,6.551870576339737
france,Ligue 1,2025,Abakar Sylla,23.0,D,Côte d'Ivoire,188.0,78.0,3,1,65.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2.769230769230769,0.0,0.0,0.0,0.0,0.0,66.46153846153847,0.0,0.0,0.0,0.0,0.0,13.846153846153847,6.923076923076923,0.0,0.0,0.0,0.0,2.769230769230769,0.0,0.0,0.0,19.541666666666668,0.0,50.0,,5.7046875
turkey,Super Lig,2025,Abbosbek Fayzullaev,22.0,M,Uzbekistan,167.0,57.0,20,14,1117.0,3.0,3.0,1.0,0.0,0,0,4,0.0,0,0.24171888988361684,1.8531781557743958,0.9668755595344674,0.24171888988361684,0.24171888988361684,0.4834377797672337,0.24171888988361684,27.878245299910475,1.6114592658907787,2.1754700089525514,0.0,0.4834377797672337,2.658907788719785,11.199641897940914,5.720680393912265,1.9337511190689347,1.0474485228290062,1.1280214861235451,1.5308863025962398,1.6920322291853178,0.3222918531781558,0.0,0.0,16.034682080924856,52.17391304347826,51.07913669064749,54.166666666666664,7.053178155774395
france,Ligue 1,2025,Abdallah Sima,24.0,F,Senegal,188.0,79.0,21,6,718.0,2.0,2.0,0.0,0.0,0,0,3,0.0,0,0.3760445682451254,2.883008356545961,1.128133704735376,0.25069637883008355,0.25069637883008355,0.5013927576601671,0.25069637883008355,30.208913649025067,1.2534818941504178,0.8774373259052926,0.0,0.25069637883008355,1.128133704735376,12.534818941504179,5.766016713091922,1.3788300835654597,0.5013927576601671,0.3760445682451254,1.754874651810585,1.754874651810585,0.3760445682451254,0.0,0.0,15.278008298755188,39.130434782608695,46.0,36.36363636363637,6.583682008368201
spain,La Liga,2025,Abdel Rahim,23.0,D,Niger,184.0,75.0,27,18,1726.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.46929316338354576,0.0,0.0,0.0,0.0,0.0,0.0,37.54345307068366,0.8864426419466975,1.772885283893395,0.3128621089223638,1.668597914252607,3.441483198146002,5.8922363847045185,3.7022016222479723,0.8864426419466975,0.41714947856315177,0.41714947856315177,0.41714947856315177,0.5214368482039398,0.10428736964078794,0.0,0.0,28.095833333333335,,62.83185840707964,47.05882352941176,6.63739837398374
france,Ligue 1,2025,Abdelhamid Ait Boudlal,19.0,D,Morocco,190.0,78.0,20,17,1415.0,2.0,1.0,0.0,0.0,0,0,3,0.0,1,0.0636042402826855,0.763250883392226,0.254416961130742,0.127208480565371,0.0636042402826855,0.1908127208480565,0.127208480565371,52.15547703180212,0.0636042402826855,1.3992932862190814,1.0812720848056536,1.2084805653710247,2.607773851590106,9.031802120141343,5.088339222614841,1.1448763250883394,0.6360424028268551,0.381625441696113,0.6360424028268551,0.8904593639575972,0.1908127208480565,0.0,0.0636042402826855,46.798780487804876,33.33333333333333,56.33802816901409,55.55555555555556,6.925441696113074
italy,Serie A,2025,Abdelhamid Sabiri,29.0,M,Morocco,183.0,80.0,1,0,26.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,65.76923076923076,10.384615384615385,6.923076923076923,0.0,0.0,6.923076923076923,20.76923076923077,10.384615384615385,0.0,0.0,3.4615384615384617,3.4615384615384617,3.4615384615384617,0.0,0.0,0.0,13.0,0.0,50.0,,6.9
spain,La Liga,2025,Abdelkabir Abqar,26.0,D,Morocco,188.0,80.0,23,17,1440.0,0.0,2.0,0.0,1.0,0,0,10,0.0,1,0.0625,0.375,0.0625,0.0,0.125,0.125,0.0,27.500000000000004,0.25,2.4375,0.5,1.3125,3.75,10.0,6.187500000000001,0.4375,0.125,0.4375,2.25,1.8125000000000002,0.625,0.0,0.0625,17.59318181818182,16.666666666666664,61.875,28.57142857142857,6.782140375260598
netherlands,Eredivisie,2025,Abdellah Ouazane,16.0,M,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
