league,player_name,age,position,nationality_group,height,appearances,starts,minutes,goals_total,assists,penalty_won,penalty_committed,penalty_scored,penalty_missed,yellow_cards,yellowred_cards,red_cards,offsides_per90,shots_total_per90,shots_on_per90,goals_total_per90,assists_per90,goals_plus_assists_per90,non_penalty_goals_per90,passes_total_per90,passes_key_per90,tackles_total_per90,blocks_per90,interceptions_per90,tackles_plus_interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempts_per90,dribbles_success_per90,dribbles_past_per90,fouls_drawn_per90,fouls_committed_per90,yellow_cards_per90,yellowred_cards_per90,red_cards_per90,passes_accuracy_pct,shots_on_target_pct,duels_won_pct,dribbles_success_pct,rating_weighted
CONCACAF,Jack Maher,25-27,D,CONCACAF,187-194,36,35,3121.0,0.0,0.0,0.0,0.0,0,0,5,0.0,0,0.0,0.3172060237103492,0.1153476449855815,0.0,0.0,0.0,0.0,62.57609740467799,0.0865107337391861,0.4902274911887215,0.3172060237103492,0.6632489586670939,1.1534764498558154,4.729253444408843,2.5664851009291896,0.0576738224927907,0.0576738224927907,0.1730214674783723,0.2306952899711631,0.7785966036526754,0.1441845562319769,0.0,0.0,63.31152073732719,36.36363636363637,54.268292682926834,100.0,6.856904838192888
CONCACAF,Jack McGlynn,21-24,M,CONCACAF,179-186,36,35,3074.0,8.0,9.0,0.0,0.0,2,0,4,0.0,0,0.0585556278464541,1.6102797657774888,0.878334417696812,0.2342225113858165,0.2635003253090435,0.49772283669486,0.1756668835393623,59.34612882238126,3.279115159401432,1.1418347430058555,0.0,0.4098893949251789,1.5517241379310345,4.947950553025374,2.4593363695510733,0.7905009759271308,0.4684450227716331,0.4684450227716331,0.6441119063109955,0.7319453480806766,0.1171112556929082,0.0,0.0,52.409472126295015,54.54545454545454,49.70414201183432,59.25925925925925,7.651789199739753
CONCACAF,Jack Skahan,25-27,M,CONCACAF,171-178,18,6,545.0,2.0,4.0,0.0,0.0,0,0,1,0.0,0,0.3302752293577982,1.4862385321100915,0.6605504587155964,0.3302752293577982,0.6605504587155964,0.9908256880733946,0.3302752293577982,22.623853211009177,1.651376146788991,0.8256880733944955,0.1651376146788991,0.4954128440366973,1.3211009174311927,10.568807339449542,1.981651376146789,2.642201834862385,0.8256880733944955,1.4862385321100915,0.1651376146788991,1.81651376146789,0.1651376146788991,0.0,0.0,9.737226277372264,44.44444444444444,18.75,31.25,6.763419117647059
CONCACAF,Jackson Hopkins,21-24,M,CONCACAF,187-194,32,24,1951.0,5.0,1.0,0.0,1.0,0,0,7,0.0,0,0.1383905689390056,0.9687339825730394,0.6919528446950283,0.230650948231676,0.0461301896463352,0.2767811378780113,0.230650948231676,25.187083546899025,0.9687339825730394,1.568426447975397,0.230650948231676,0.2767811378780113,1.8452075858534085,10.748334187596104,4.935930292157868,2.029728344438749,1.1071245515120451,0.5074320861096874,1.5222962583290622,1.4300358790363916,0.3229113275243465,0.0,0.0,17.142857142857142,71.42857142857143,45.92274678111588,54.54545454545454,6.796719630958482
EUROPE 1,Jackson Irvine,32-35,M,AFC,187-194,24,18,1632.0,0.0,1.0,0.0,0.0,0,0,2,0.0,1,0.0551470588235294,0.7169117647058822,0.2205882352941176,0.0,0.0551470588235294,0.0551470588235294,0.0,37.8860294117647,0.6066176470588236,1.875,0.4411764705882353,1.4889705882352942,3.363970588235294,10.919117647058824,5.680147058823529,0.9926470588235294,0.5514705882352942,0.5514705882352942,0.6617647058823529,1.1029411764705883,0.1102941176470588,0.0,0.0551470588235294,27.483260553129547,30.76923076923077,52.02020202020202,55.55555555555556,6.752573529411765
EUROPE 2,Jackson Muleka,25-27,F,CAF,179-186,29,25,2237.0,6.0,3.0,0.0,0.0,1,0,4,0.0,0,0.2413947250782298,2.172552525704068,1.005811354492624,0.2413947250782298,0.1206973625391149,0.3620920876173446,0.2011622708985248,23.33482342422888,0.8046490835940991,1.4081358962896735,0.1206973625391149,0.7241841752346893,2.132320071524363,15.73088958426464,8.126955744300401,2.977201609298167,1.4483683504693785,0.5230219043361646,3.097898971837282,1.6495306213679033,0.1609298167188198,0.0,0.0,17.19137931034483,46.2962962962963,51.66240409207161,48.64864864864865,6.8919535091640585
CONCACAF,Jackson Porozo,25-27,D,CONMEBOL,187-194,35,35,3126.0,2.0,0.0,0.0,1.0,0,0,8,0.0,1,0.0575815738963531,0.3742802303262956,0.0863723608445297,0.0575815738963531,0.0,0.0575815738963531,0.0575815738963531,40.24952015355086,0.1727447216890595,1.7274472168905948,0.7773512476007678,0.9213051823416506,2.648752399232246,6.679462571976968,4.5489443378119,0.1151631477927063,0.0575815738963531,0.5470249520153552,0.892514395393474,0.9788867562380038,0.2303262955854126,0.0,0.0287907869481765,43.618741058655225,23.07692307692308,68.10344827586206,50.0,6.98554062699936
CONCACAF,Jackson Ragen,25-27,D,CONCACAF,195-202,40,36,3368.0,2.0,1.0,0.0,0.0,0,0,10,0.0,0,0.0,0.5878859857482185,0.2404988123515439,0.0534441805225653,0.0267220902612826,0.0801662707838479,0.0534441805225653,77.8147268408551,0.4008313539192399,1.015439429928741,0.9352731591448932,0.6413301662707839,1.6567695961995248,5.745249406175772,3.767814726840855,0.2137767220902613,0.1603325415676959,0.2404988123515439,0.4809976247030878,0.6413301662707839,0.2672209026128266,0.0,0.0,75.33962912087912,40.909090909090914,65.58139534883722,75.0,7.226484560570071
EUROPE 1,Jackson Tchatchoua,21-24,D,CAF,179-186,31,19,1855.0,0.0,1.0,0.0,0.0,0,0,3,0.0,0,0.0970350404312668,0.0970350404312668,0.0485175202156334,0.0,0.0485175202156334,0.0485175202156334,0.0,26.24797843665768,1.018867924528302,1.4070080862533694,0.3881401617250674,0.7762803234501349,2.183288409703504,6.501347708894879,3.202156334231806,0.6792452830188679,0.2425876010781671,0.6792452830188679,0.4366576819407008,0.3881401617250674,0.1455525606469002,0.0,0.0,17.304990757855823,50.0,49.25373134328358,35.714285714285715,6.573300970873786
CONCACAF,Jackson Travis,21-24,D,CONCACAF,171-178,22,20,1484.0,0.0,1.0,0.0,0.0,0,0,4,0.0,2,0.0606469002695417,0.2425876010781671,0.0606469002695417,0.0,0.0606469002695417,0.0606469002695417,0.0,40.815363881401616,0.3638814016172507,1.394878706199461,0.1819407008086253,1.8194070080862528,3.214285714285714,8.733153638814017,4.487870619946092,1.2129380053908356,0.4245283018867924,0.7277628032345014,1.394878706199461,1.2129380053908356,0.2425876010781671,0.0,0.1212938005390835,31.774145616641903,25.0,51.388888888888886,35.0,6.539690026954179
CONCACAF,Jackson Yueill,28-31,M,CONCACAF,171-178,21,9,892.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.100896860986547,0.100896860986547,0.100896860986547,0.0,0.0,0.0,0.0,51.96188340807174,0.8071748878923767,1.2107623318385652,0.100896860986547,1.2107623318385652,2.4215246636771304,5.751121076233185,2.8251121076233185,0.4035874439461883,0.3026905829596413,0.8071748878923767,1.0089686098654709,0.7062780269058296,0.100896860986547,0.0,0.0,38.6990291262136,100.0,49.122807017543856,75.0,6.718834080717489
CONCACAF,Jacob Bartlett,16-20,M,CONCACAF,187-194,42,31,2791.0,1.0,1.0,0.0,1.0,0,0,10,0.0,0,0.0644930132568971,0.1289860265137943,0.0644930132568971,0.0322465066284485,0.0322465066284485,0.0644930132568971,0.0322465066284485,46.5962020781082,0.6126836259405232,1.4188462916517377,0.6449301325689717,1.3543532783948409,2.7731995700465784,6.062343246148335,2.7087065567896813,0.4192045861698316,0.1934790397706915,0.6126836259405232,0.8706556789681118,1.4188462916517377,0.3224650662844858,0.0,0.0,38.811764705882354,50.0,44.680851063829785,46.15384615384615,6.808634897886063
EUROPE 1,Jacob Bruun Larsen,25-27,F,UEFA,179-186,28,10,1038.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0.3468208092485549,0.8670520231213872,0.3468208092485549,0.0,0.0867052023121387,0.0867052023121387,0.0,25.31791907514451,1.0404624277456649,1.0404624277456649,0.0867052023121387,0.5202312138728323,1.5606936416184969,7.976878612716763,2.8612716763005777,3.034682080924856,0.8670520231213872,0.4335260115606936,0.0,0.0867052023121387,0.0,0.0,0.0,13.441780821917808,40.0,35.869565217391305,28.57142857142857,6.57552986512524
CONCACAF,Jacob Davis,21-24,D,CONCACAF,171-178,42,31,2969.0,0.0,2.0,0.0,0.0,0,0,11,0.0,1,0.0606264735601212,0.5456382620410912,0.0909397103401818,0.0,0.0606264735601212,0.0606264735601212,0.0,48.01616705961604,0.9397103401818796,2.334119232064668,0.1515661839003031,1.1215897608622432,3.455708992926912,9.124284270798247,4.33479285954867,1.45503536544291,0.97002357696194,1.45503536544291,0.6365779723812731,1.636914786123274,0.3334456045806669,0.0,0.0303132367800606,36.61489898989899,16.666666666666664,47.50830564784053,66.66666666666666,6.77521050858875
EUROPE 1,Jacob Murphy,28-31,M,UEFA,179-186,33,19,1627.0,3.0,2.0,0.0,1.0,0,0,2,0.0,0,0.2765826674861708,1.548862937922557,0.7191149354640444,0.1659496004917025,0.1106330669944683,0.2765826674861708,0.1659496004917025,27.60295021511985,1.272280270436386,0.8850645359557467,0.2212661339889367,0.331899200983405,1.2169637369391515,7.68899815611555,3.097725875845114,2.212661339889366,1.106330669944683,1.3829133374308542,0.7191149354640444,0.4978488014751075,0.1106330669944683,0.0,0.0,14.562248995983936,46.42857142857143,40.28776978417266,50.0,6.787953288260602
CONCACAF,Jacob Murrell,21-24,F,CONCACAF,187-194,32,7,993.0,2.0,2.0,0.0,0.0,0,0,2,0.0,0,0.0906344410876132,0.9063444108761328,0.5438066465256798,0.1812688821752265,0.1812688821752265,0.3625377643504531,0.1812688821752265,15.045317220543808,0.7250755287009063,0.8157099697885197,0.0906344410876132,0.1812688821752265,0.9969788519637462,9.788519637462237,3.081570996978852,0.8157099697885197,0.2719033232628399,0.2719033232628399,0.3625377643504531,1.2688821752265862,0.1812688821752265,0.0,0.0,4.333333333333333,60.0,31.48148148148148,33.33333333333333,6.502620967741935
EUROPE 1,Jacob Ondrejka,21-24,F,UEFA,179-186,16,9,776.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.1159793814432989,1.7396907216494846,0.8118556701030927,0.0,0.0,0.0,0.0,23.77577319587629,0.5798969072164948,0.8118556701030927,0.0,0.3479381443298969,1.1597938144329896,9.394329896907216,3.711340206185567,3.479381443298969,1.1597938144329896,0.4639175257731959,1.6237113402061851,0.9278350515463918,0.2319587628865979,0.0,0.0,12.419512195121952,46.66666666666666,39.50617283950617,33.33333333333333,6.544329896907216
EUROPE 1,Jacob Ramsey,21-24,M,UEFA,179-186,28,15,1465.0,2.0,3.0,0.0,1.0,0,0,5,0.0,1,0.1228668941979522,0.6143344709897611,0.2457337883959044,0.1228668941979522,0.1843003412969283,0.3071672354948805,0.1228668941979522,43.37201365187713,1.3515358361774743,2.5187713310580206,0.2457337883959044,0.552901023890785,3.0716723549488054,8.84641638225256,4.853242320819112,1.8430034129692832,0.9215017064846416,0.7986348122866894,0.8600682593856654,0.9829351535836176,0.3071672354948805,0.0,0.0614334470989761,31.42492917847025,40.0,54.86111111111112,50.0,6.722336065573771
CONCACAF,Jacob Shaffelburg,25-27,F,CONCACAF,171-178,33,16,1586.0,4.0,4.0,1.0,0.0,0,0,2,0.0,0,0.3404791929382093,1.4186633039092056,0.6242118537200505,0.2269861286254728,0.2269861286254728,0.4539722572509457,0.2269861286254728,22.585119798234555,1.7591424968474147,0.9646910466582598,0.0567465321563682,0.1702395964691046,1.1349306431273645,9.079445145018916,3.858764186633039,2.099621689785624,0.6809583858764187,1.0214375788146282,1.5889029003783104,0.9646910466582598,0.1134930643127364,0.0,0.0,11.428211586901764,44.0,42.5,32.432432432432435,6.860529634300126
EUROPE 2,Jacob Trenskow,25-27,M,UEFA,171-178,34,33,2773.0,13.0,5.0,0.0,0.0,0,0,0,0.0,0,0.1298232960692391,1.8824377930039669,1.298232960692391,0.421925712225027,0.1622791200865488,0.5842048323115759,0.421925712225027,29.372520735665343,2.2394518571943745,0.8438514244500541,0.0649116480346195,0.6166606563288857,1.4605120807789398,6.5560764514965735,2.4666426253155427,1.979805265055896,0.7789397764154347,0.3245582401730977,0.4543815362423368,0.4543815362423368,0.0,0.0,0.0,24.122651933701658,68.96551724137932,37.62376237623762,39.34426229508197,7.207897583844212
EUROPE 1,Jacobo Ramón,16-20,D,UEFA,195-202,32,30,2743.0,2.0,0.0,0.0,1.0,0,0,11,0.0,1,0.0,0.951512942034269,0.2952971199416697,0.0656215822092599,0.0,0.0656215822092599,0.0656215822092599,69.59168793292015,0.3609187021509296,1.6405395552314983,0.5577834487787094,1.2139992708713088,2.854538826102807,9.81042654028436,5.971563981042655,0.3937294932555596,0.2296755377324097,0.4921618665694495,0.3937294932555596,1.082756106452789,0.3609187021509296,0.0,0.0328107911046299,68.12494106553513,31.03448275862069,60.86956521739131,58.333333333333336,7.207692307692308
EUROPE 1,Jacopo Fazzini,21-24,M,UEFA,171-178,20,5,590.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.4576271186440677,0.1525423728813559,0.0,0.0,0.0,0.0,28.677966101694917,1.3728813559322035,2.745762711864407,0.1525423728813559,0.9152542372881356,3.661016949152542,16.16949152542373,7.779661016949152,3.355932203389831,1.3728813559322035,0.7627118644067796,2.288135593220339,1.830508474576271,0.3050847457627118,0.0,0.0,12.75531914893617,33.33333333333333,48.11320754716981,40.909090909090914,6.830677966101695
EUROPE 1,Jacques Ekomié,21-24,D,CAF,179-186,32,25,2240.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0,0.2410714285714285,0.4017857142857142,0.1205357142857142,0.0,0.0,0.0,0.0,29.8125,0.4821428571428571,2.4107142857142856,0.4017857142857142,1.2455357142857142,3.65625,9.763392857142858,5.263392857142857,1.4464285714285712,0.5625,0.4017857142857142,1.2455357142857142,1.2053571428571428,0.1205357142857142,0.0,0.0,24.47843665768194,30.0,53.90946502057613,38.88888888888889,6.528137561411344
CONMEBOL,Jacy Maranhão,28-31,D,CONMEBOL,187-194,15,12,1109.0,1.0,0.0,0.0,0.0,0,0,2,0.0,1,0.0,0.6492335437330928,0.0811541929666366,0.0811541929666366,0.0,0.0811541929666366,0.0811541929666366,31.082055906221814,0.2434625788999098,2.110009017132552,1.055004508566276,0.9738503155996394,3.083859332732191,9.251577998196574,6.167718665464382,0.0811541929666366,0.0,0.3246167718665464,1.3796212804328225,0.8115419296663661,0.1623083859332732,0.0,0.0811541929666366,33.90600522193211,12.5,66.66666666666666,0.0,6.940126239855727
EUROPE 2,Jaden Slory,16-20,F,UEFA,171-178,19,9,843.0,0.0,1.0,0.0,1.0,0,0,1,0.0,0,0.1067615658362989,0.5338078291814946,0.2135231316725978,0.0,0.1067615658362989,0.1067615658362989,0.0,19.11032028469751,1.387900355871886,1.0676156583629892,0.2135231316725978,0.7473309608540925,1.814946619217082,12.06405693950178,4.590747330960855,4.056939501779359,1.387900355871886,0.6405693950177935,1.814946619217082,0.9608540925266904,0.1067615658362989,0.0,0.0,11.201117318435754,40.0,38.05309734513274,34.21052631578947,6.535231316725978
CONCACAF,Jader Obrian,28-31,F,CONMEBOL,163-170,32,9,966.0,0.0,1.0,0.0,0.0,0,0,4,0.0,0,0.7453416149068324,1.3043478260869563,0.5590062111801242,0.0,0.093167701863354,0.093167701863354,0.0,22.919254658385093,0.8385093167701864,1.8633540372670807,0.093167701863354,0.1863354037267081,2.049689440993789,10.714285714285714,6.3354037267080745,1.4906832298136647,0.9316770186335404,0.7453416149068324,2.2360248447204967,0.9316770186335404,0.3726708074534162,0.0,0.0,10.146341463414634,42.85714285714285,59.130434782608695,62.5,6.747564766839379
EUROPE 1,Jadon Sancho,25-27,F,UEFA,179-186,23,9,891.0,0.0,2.0,0.0,0.0,0,0,0,0.0,0,0.303030303030303,0.4040404040404041,0.303030303030303,0.0,0.202020202020202,0.202020202020202,0.0,38.08080808080808,2.121212121212121,0.6060606060606061,0.0,0.202020202020202,0.8080808080808082,6.464646464646465,2.7272727272727275,2.929292929292929,1.6161616161616164,0.7070707070707072,0.202020202020202,0.303030303030303,0.0,0.0,0.0,18.9946949602122,75.0,42.1875,55.172413793103445,6.722783389450056
EUROPE 1,Jae-sung Lee,32-35,M,AFC,179-186,28,26,2198.0,4.0,2.0,1.0,0.0,0,0,4,0.0,0,0.3685168334849864,0.7370336669699727,0.3685168334849864,0.1637852593266606,0.0818926296633303,0.2456778889899909,0.1637852593266606,27.556869881710647,0.9008189262966332,1.5559599636032757,0.0409463148316651,1.0236578707916286,2.579617834394905,10.031847133757962,4.422202001819836,0.6141947224749772,0.2047315741583257,0.9417652411282984,0.8598726114649681,0.7779799818016379,0.1637852593266606,0.0,0.0,20.48291233283804,50.0,44.08163265306123,33.33333333333333,6.717697907188353
CONCACAF,Jahkeele Marshall-Rutty,21-24,D,CONCACAF,171-178,44,34,3152.0,0.0,2.0,0.0,0.0,0,0,6,0.0,0,0.0856598984771573,0.5710659898477157,0.1713197969543147,0.0,0.0571065989847715,0.0571065989847715,0.0,48.940355329949234,0.5139593908629442,1.6275380710659897,0.2855329949238578,0.8565989847715737,2.4841370558375635,7.024111675126903,3.512055837563452,0.8851522842639594,0.3711928934010152,0.9137055837563453,0.8280456852791878,0.799492385786802,0.1713197969543147,0.0,0.0,43.70186697782964,30.0,50.0,41.935483870967744,6.7477943509996825
EUROPE 1,Jahmai Simpson-Pusey,16-20,D,UEFA,187-194,11,10,866.0,0.0,0.0,0.0,0.0,0,0,2,0.0,1,0.0,0.4157043879907621,0.3117782909930716,0.0,0.0,0.0,0.0,55.91224018475751,0.207852193995381,0.9353348729792148,0.7274826789838338,1.3510392609699768,2.286374133949192,6.027713625866051,4.157043879907621,0.3117782909930716,0.3117782909930716,0.1039260969976905,0.4157043879907621,0.4157043879907621,0.207852193995381,0.0,0.1039260969976905,49.28996282527881,75.0,68.96551724137932,100.0,6.646304849884526
EUROPE 1,Jaidon Anthony,25-27,M,UEFA,179-186,37,32,2743.0,8.0,2.0,1.0,1.0,0,0,4,0.0,0,0.2952971199416697,1.3780532263944585,0.7546481954064893,0.2624863288370397,0.0656215822092599,0.3281079110462996,0.2624863288370397,29.39846882974845,1.2139992708713088,1.3780532263944585,0.2296755377324097,0.4921618665694495,1.870215092963908,10.56507473569085,4.396646008020416,3.3138899015676264,1.1811884797666787,0.951512942034269,1.5421071819176084,0.918702150929639,0.1312431644185198,0.0,0.0,23.592633928571427,54.761904761904766,41.61490683229814,35.64356435643564,6.798468829748451
CONCACAF,Jaime Gomez,32-35,D,CONCACAF,171-178,24,19,1621.0,0.0,0.0,0.0,0.0,0,0,4,0.0,0,0.0,0.1665638494756323,0.0,0.0,0.0,0.0,0.0,26.317088217149905,0.3886489821098087,1.998766193707588,0.1665638494756323,0.7772979642196175,2.7760641579272054,7.995064774830352,4.275138803207897,0.94386181369525,0.3886489821098087,0.999383096853794,1.2769895126465145,0.6662553979025293,0.2220851326341764,0.0,0.0,23.08016877637131,0.0,53.47222222222222,41.17647058823529,6.654719309068476
CONMEBOL,Jair,28-31,M,CONMEBOL,171-178,11,7,579.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0,0.0,0.310880829015544,0.155440414507772,0.0,0.0,0.0,0.0,64.19689119170985,0.932642487046632,2.0207253886010363,0.310880829015544,1.0880829015544042,3.1088082901554404,10.725388601036268,6.062176165803109,1.7098445595854923,1.0880829015544042,0.932642487046632,1.7098445595854923,2.0207253886010363,0.466321243523316,0.0,0.0,44.02421307506053,50.0,56.52173913043478,63.63636363636363,6.951295336787565
EUROPE 1 / CONMEBOL,Jair,16-20,D,CONMEBOL,195-202,20,17,1539.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.4678362573099415,0.1169590643274853,0.0,0.0584795321637426,0.0584795321637426,0.0,48.888888888888886,0.2339181286549707,1.4035087719298245,0.4678362573099415,0.8187134502923976,2.2222222222222223,5.789473684210526,4.093567251461988,0.5263157894736842,0.2923976608187134,0.5263157894736842,0.8187134502923976,0.2339181286549707,0.0,0.0,0.0,44.42942583732057,25.0,70.70707070707071,55.55555555555556,6.961013645224171
CONCACAF,Jair Díaz,25-27,D,CONCACAF,179-186,22,18,1672.0,0.0,1.0,0.0,1.0,0,0,8,0.0,0,0.0538277511961722,0.2691387559808612,0.1076555023923444,0.0,0.0538277511961722,0.0538277511961722,0.0,31.973684210526315,0.1076555023923444,2.15311004784689,0.5382775119617225,0.8612440191387559,3.014354066985646,6.889952153110047,3.2834928229665072,0.5382775119617225,0.2153110047846889,0.915071770334928,0.4844497607655502,1.3456937799043065,0.4306220095693779,0.0,0.0,29.456228956228955,40.0,47.65625,40.0,6.364691801316576
CONCACAF,Jairo Torres,25-27,F,CONCACAF,163-170,18,12,1087.0,4.0,2.0,0.0,0.0,0,0,4,0.0,1,0.0827966881324747,1.7387304507819688,0.7451701931922723,0.3311867525298988,0.1655933762649494,0.4967801287948482,0.3311867525298988,25.252989880404783,0.7451701931922723,0.7451701931922723,0.0,0.3311867525298988,1.076356945722171,12.088316467341308,5.050597976080956,3.146274149034039,1.1591536338546458,0.5795768169273229,2.3183072677092915,1.076356945722171,0.3311867525298988,0.0,0.0827966881324747,18.652459016393443,42.85714285714285,41.78082191780822,36.84210526315789,6.764673413063477
CONMEBOL,Jajá,25-27,M,CONMEBOL,171-178,14,10,929.0,4.0,1.0,0.0,0.0,0,0,1,0.0,1,0.2906350914962325,1.8406889128094728,1.0656620021528525,0.38751345532831,0.0968783638320775,0.4843918191603875,0.38751345532831,15.694294940796556,0.8719052744886975,1.6469321851453176,0.0,0.38751345532831,2.034445640473628,10.85037674919268,4.747039827771798,2.71259418729817,1.16254036598493,1.16254036598493,1.743810548977395,1.0656620021528525,0.0968783638320775,0.0,0.0968783638320775,11.814814814814817,57.89473684210527,43.75,42.85714285714285,6.630678148546824
EUROPE 1,Jaka Bijol,25-27,D,UEFA,187-194,25,21,1913.0,1.0,2.0,0.0,1.0,0,0,4,0.0,0,0.0,0.5175117616309461,0.2822791427077888,0.0470465237846314,0.0940930475692629,0.1411395713538944,0.0470465237846314,47.42289597490853,0.3293256664924203,1.2232096184004182,0.6586513329848406,1.1291165708311552,2.352326189231573,8.891792995295347,4.892838473601673,0.1411395713538944,0.0940930475692629,0.2822791427077888,0.4704652378463146,0.8938839519079979,0.1881860951385258,0.0,0.0,44.74603174603175,54.54545454545454,55.02645502645503,66.66666666666666,6.961055933089388
CONCACAF,Jake Girdwood-Reich,21-24,M,AFC,179-186,10,5,508.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78346456692913,0.0,2.4803149606299213,0.3543307086614173,1.4173228346456692,3.8976377952755903,13.818897637795276,8.326771653543307,1.062992125984252,0.5314960629921259,0.7086614173228346,2.125984251968504,1.062992125984252,0.0,0.0,0.0,40.0573476702509,0.0,60.256410256410255,50.0,6.820472440944882
EUROPE 1,Jake O'Brien,21-24,D,UEFA,195-202,37,35,3131.0,1.0,1.0,0.0,1.0,0,0,6,0.0,1,0.1149792398594698,0.2874480996486745,0.1724688597892047,0.0287448099648674,0.0287448099648674,0.0574896199297349,0.0287448099648674,30.92941552219738,0.4886617694027467,1.638454167997445,0.4599169594378793,0.4311721494730118,2.069626317470457,9.169594378792718,5.605237943149153,0.5748961992973491,0.1724688597892047,0.2299584797189396,0.4886617694027467,0.6611306291919514,0.1724688597892047,0.0,0.0287448099648674,24.029739776951672,60.0,61.12852664576802,30.0,6.712360268284893
EUROPE 2,Jakob Breum,21-24,M,UEFA,171-178,28,24,2041.0,6.0,5.0,1.0,0.0,0,0,1,0.0,0,0.0440960313571778,1.1024007839294463,0.881920627143557,0.2645761881430671,0.2204801567858892,0.4850563449289564,0.2645761881430671,41.36207741303283,2.337089661930426,0.7937285644292015,0.4850563449289564,0.3968642822146007,1.190592846643802,6.1734443900049,3.5717785399314064,2.116609505144537,1.3228809407153357,0.3968642822146007,1.0583047525722684,0.3527682508574228,0.0440960313571778,0.0,0.0,32.25586353944563,80.0,57.85714285714286,62.5,7.327339539441451
CONCACAF,Jakob Glesnes,28-31,D,UEFA,187-194,44,43,3770.0,1.0,1.0,0.0,1.0,0,0,15,0.0,0,0.0954907161803713,0.5013262599469496,0.0954907161803713,0.0238726790450928,0.0238726790450928,0.0477453580901856,0.0238726790450928,46.88594164456234,0.2387267904509283,1.647214854111406,0.8116710875331565,1.5278514588859415,3.1750663129973478,7.591511936339523,3.891246684350132,0.143236074270557,0.0477453580901856,0.8116710875331565,0.4535809018567639,1.3607427055702916,0.3580901856763925,0.0,0.0,47.37289862455425,19.047619047619047,51.25786163522013,33.33333333333333,6.9979835500132666
EUROPE 2,Jakub Brabec,32-35,D,UEFA,179-186,25,23,2150.0,1.0,0.0,0.0,0.0,0,0,4,0.0,0,0.041860465116279,0.1674418604651162,0.041860465116279,0.041860465116279,0.0,0.041860465116279,0.041860465116279,48.72558139534884,0.1255813953488372,1.213953488372093,1.255813953488372,1.3395348837209302,2.5534883720930237,5.023255813953488,2.8046511627906976,0.1255813953488372,0.0837209302325581,0.3767441860465116,0.1674418604651162,0.4604651162790697,0.1674418604651162,0.0,0.0,47.86168384879725,25.0,55.833333333333336,66.66666666666666,6.825116279069768
EUROPE 1,Jakub Kamiński,21-24,M,UEFA,179-186,34,34,3019.0,7.0,3.0,2.0,0.0,0,0,4,0.0,0,0.2086783703212984,1.2520702219277906,0.7750910897648229,0.2086783703212984,0.0894335872805564,0.2981119576018549,0.2086783703212984,30.1987413050679,1.5501821795296458,1.341503809208347,0.2384895660814839,0.6856575024842663,2.027161311692613,7.363365352765816,3.309042729380589,1.460748592249089,0.7154686982444519,0.6558463067240808,0.8347134812851938,0.4173567406425969,0.1192447830407419,0.0,0.0,26.588351431391903,61.90476190476191,44.93927125506073,48.97959183673469,7.109274594236503
EUROPE 2,Jakub Kałuziński,21-24,M,UEFA,179-186,13,4,536.0,0.0,1.0,0.0,0.0,0,0,2,0.0,0,0.0,0.8395522388059701,0.6716417910447761,0.0,0.167910447761194,0.167910447761194,0.0,63.973880597014926,2.1828358208955225,1.67910447761194,0.167910447761194,0.8395522388059701,2.5186567164179103,8.899253731343283,4.533582089552239,0.335820895522388,0.335820895522388,1.1753731343283582,1.343283582089552,1.8470149253731345,0.335820895522388,0.0,0.0,33.36745406824147,80.0,50.943396226415096,100.0,6.900746268656717
EUROPE 1 / EUROPE 2,Jakub Kiwior,25-27,D,UEFA,187-194,26,26,2217.0,0.0,1.0,0.0,0.0,0,0,3,0.0,0,0.0,0.5277401894451962,0.20297699594046,0.0,0.040595399188092,0.040595399188092,0.0,79.20162381596752,0.5277401894451962,1.9485791610284169,0.6089309878213802,1.5020297699594043,3.450608930987821,7.063599458728011,4.2625169147496615,0.2435723951285521,0.081190798376184,0.162381596752368,0.3653585926928281,1.1366711772665763,0.121786197564276,0.0,0.0,76.50948231676064,38.46153846153847,60.3448275862069,33.33333333333333,7.28254397834912
EUROPE 2,Jakub Moder,25-27,M,UEFA,187-194,10,9,803.0,1.0,1.0,0.0,0.0,1,0,3,0.0,0,0.0,1.3449564134495642,0.7845579078455791,0.112079701120797,0.112079701120797,0.224159402241594,0.0,41.69364881693649,1.1207970112079702,2.1295143212951437,0.336239103362391,1.0087173100871731,3.1382316313823164,10.983810709838108,6.052303860523039,1.3449564134495642,0.448318804483188,1.0087173100871731,1.1207970112079702,1.3449564134495642,0.336239103362391,0.0,0.0,31.053763440860216,58.333333333333336,55.10204081632652,33.33333333333333,6.912951432129515
